Season,HomeTeam,AwayTeam,HomeWageBill,AwayWageBill
2012,Tottenham,Man City,90,202
2012,West Brom,Stoke,50,53
2012,Arsenal,Swansea,143,35
2012,Bolton,Man United,55,162
2012,Everton,Aston Villa,63,70
2012,Man City,Wigan,202,38
2012,Stoke,Liverpool,53,119
2012,Sunderland,Chelsea,64,173
2012,Wolves,Tottenham,38,90
2012,Fulham,Blackburn,62,50
2012,Norwich,West Brom,37,50
2012,QPR,Newcastle,58,64
2012,Aston Villa,Newcastle,70,64
2012,Blackburn,Arsenal,50,143
2012,Bolton,Norwich,55,37
2012,Everton,Wigan,63,38
2012,Swansea,West Brom,35,50
2012,Wolves,QPR,38,58
2012,Fulham,Man City,62,202
2012,Man United,Chelsea,162,173
2012,Sunderland,Stoke,64,53
2012,Tottenham,Liverpool,90,119
2012,Arsenal,Bolton,143,55
2012,Chelsea,Swansea,173,35
2012,Liverpool,Wolves,119,38
2012,Man City,Everton,202,63
2012,Newcastle,Blackburn,64,50
2012,Stoke,Man United,53,162
2012,West Brom,Fulham,50,62
2012,Wigan,Tottenham,38,90
2012,QPR,Aston Villa,58,70
2012,Norwich,Sunderland,37,64
2012,Aston Villa,Wigan,70,38
2012,Blackburn,Man City,50,202
2012,Everton,Liverpool,63,119
2012,Man United,Norwich,162,37
2012,Sunderland,West Brom,64,50
2012,Wolves,Newcastle,38,64
2012,Bolton,Chelsea,55,173
2012,Fulham,QPR,62,58
2012,Swansea,Stoke,35,53
2012,Tottenham,Arsenal,90,143
2012,Chelsea,Everton,173,63
2012,Liverpool,Man United,119,162
2012,Man City,Aston Villa,202,70
2012,Norwich,Swansea,37,35
2012,QPR,Blackburn,58,50
2012,Stoke,Fulham,53,62
2012,Wigan,Bolton,38,55
2012,Arsenal,Sunderland,143,64
2012,Newcastle,Tottenham,64,90
2012,West Brom,Wolves,50,38
2012,Aston Villa,West Brom,70,50
2012,Bolton,Sunderland,55,64
2012,Liverpool,Norwich,119,37
2012,Newcastle,Wigan,64,38
2012,Wolves,Swansea,38,35
2012,Arsenal,Stoke,143,53
2012,Blackburn,Tottenham,50,90
2012,Fulham,Everton,62,63
2012,Man United,Man City,162,202
2012,QPR,Chelsea,58,173
2012,Chelsea,Arsenal,173,143
2012,Everton,Man United,63,162
2012,Man City,Wolves,202,38
2012,Norwich,Blackburn,37,50
2012,Sunderland,Aston Villa,64,70
2012,Swansea,Bolton,35,55
2012,West Brom,Liverpool,50,119
2012,Wigan,Fulham,38,62
2012,Tottenham,QPR,90,58
2012,Stoke,Newcastle,53,64
2012,Arsenal,West Brom,143,50
2012,Aston Villa,Norwich,70,37
2012,Blackburn,Chelsea,50,173
2012,Liverpool,Swansea,119,35
2012,Man United,Sunderland,162,64
2012,Newcastle,Everton,64,63
2012,QPR,Man City,58,202
2012,Bolton,Stoke,55,53
2012,Fulham,Tottenham,62,90
2012,Wolves,Wigan,38,38
2012,Everton,Wolves,63,38
2012,Man City,Newcastle,202,64
2012,Norwich,Arsenal,37,143
2012,Stoke,QPR,53,58
2012,Sunderland,Fulham,64,62
2012,Swansea,Man United,35,162
2012,West Brom,Bolton,50,55
2012,Wigan,Blackburn,38,50
2012,Chelsea,Liverpool,173,119
2012,Tottenham,Aston Villa,90,70
2012,Arsenal,Fulham,143,62
2012,Bolton,Everton,55,63
2012,Chelsea,Wolves,173,38
2012,Man United,Newcastle,162,64
2012,Norwich,QPR,37,58
2012,Stoke,Blackburn,53,50
2012,Sunderland,Wigan,64,38
2012,West Brom,Tottenham,50,90
2012,Liverpool,Man City,119,202
2012,Swansea,Aston Villa,35,70
2012,Aston Villa,Man United,70,162
2012,Blackburn,Swansea,50,35
2012,Man City,Norwich,202,37
2012,Newcastle,Chelsea,64,173
2012,QPR,West Brom,58,50
2012,Tottenham,Bolton,90,55
2012,Wigan,Arsenal,38,143
2012,Everton,Stoke,63,53
2012,Wolves,Sunderland,38,64
2012,Fulham,Liverpool,62,119
2012,Arsenal,Everton,143,63
2012,Bolton,Aston Villa,55,70
2012,Liverpool,QPR,119,58
2012,Man United,Wolves,162,38
2012,Norwich,Newcastle,37,64
2012,Swansea,Fulham,35,62
2012,West Brom,Wigan,50,38
2012,Stoke,Tottenham,53,90
2012,Sunderland,Blackburn,64,50
2012,Chelsea,Man City,173,202
2012,Blackburn,West Brom,50,50
2012,Everton,Norwich,63,37
2012,Fulham,Bolton,62,55
2012,Newcastle,Swansea,64,35
2012,Wigan,Chelsea,38,173
2012,Wolves,Stoke,38,53
2012,Aston Villa,Liverpool,70,119
2012,Man City,Arsenal,202,143
2012,QPR,Man United,58,162
2012,Tottenham,Sunderland,90,64
2012,Blackburn,Bolton,50,55
2012,Wolves,Norwich,38,37
2012,Aston Villa,Arsenal,70,143
2012,Everton,Swansea,63,35
2012,Fulham,Man United,62,162
2012,Man City,Stoke,202,53
2012,Newcastle,West Brom,64,50
2012,QPR,Sunderland,58,64
2012,Wigan,Liverpool,38,119
2012,Tottenham,Chelsea,90,173
2012,Bolton,Newcastle,55,64
2012,Chelsea,Fulham,173,62
2012,Liverpool,Blackburn,119,50
2012,Man United,Wigan,162,38
2012,Stoke,Aston Villa,53,70
2012,Sunderland,Everton,64,63
2012,West Brom,Man City,50,202
2012,Arsenal,Wolves,143,38
2012,Norwich,Tottenham,37,90
2012,Swansea,QPR,35,58
2012,Liverpool,Newcastle,119,64
2012,Arsenal,QPR,143,58
2012,Bolton,Wolves,55,38
2012,Chelsea,Aston Villa,173,70
2012,Man United,Blackburn,162,50
2012,Norwich,Fulham,37,62
2012,Stoke,Wigan,53,38
2012,Swansea,Tottenham,35,90
2012,Sunderland,Man City,64,202
2012,West Brom,Everton,50,63
2012,Aston Villa,Swansea,70,35
2012,Blackburn,Stoke,50,53
2012,Fulham,Arsenal,62,143
2012,QPR,Norwich,58,37
2012,Wolves,Chelsea,38,173
2012,Man City,Liverpool,202,119
2012,Tottenham,West Brom,90,50
2012,Wigan,Sunderland,38,64
2012,Everton,Bolton,63,55
2012,Newcastle,Man United,64,162
2012,Tottenham,Everton,90,63
2012,Aston Villa,Everton,70,63
2012,Blackburn,Fulham,50,62
2012,Chelsea,Sunderland,173,64
2012,Liverpool,Stoke,119,53
2012,Man United,Bolton,162,55
2012,Tottenham,Wolves,90,38
2012,West Brom,Norwich,50,37
2012,Newcastle,QPR,64,58
2012,Swansea,Arsenal,35,143
2012,Wigan,Man City,38,202
2012,Bolton,Liverpool,55,119
2012,Everton,Blackburn,63,50
2012,Fulham,Newcastle,62,64
2012,Norwich,Chelsea,37,173
2012,QPR,Wigan,58,38
2012,Stoke,West Brom,53,50
2012,Sunderland,Swansea,64,35
2012,Wolves,Aston Villa,38,70
2012,Arsenal,Man United,143,162
2012,Man City,Tottenham,202,90
2012,Everton,Man City,63,202
2012,Man United,Stoke,162,53
2012,Swansea,Chelsea,35,173
2012,Tottenham,Wigan,90,38
2012,Wolves,Liverpool,38,119
2012,Aston Villa,QPR,70,58
2012,Blackburn,Newcastle,50,64
2012,Bolton,Arsenal,55,143
2012,Fulham,West Brom,62,50
2012,Sunderland,Norwich,64,37
2012,Arsenal,Blackburn,143,50
2012,Man City,Fulham,202,62
2012,Norwich,Bolton,37,55
2012,QPR,Wolves,58,38
2012,Stoke,Sunderland,53,64
2012,West Brom,Swansea,50,35
2012,Wigan,Everton,38,63
2012,Chelsea,Man United,173,162
2012,Newcastle,Aston Villa,64,70
2012,Liverpool,Tottenham,119,90
2012,Blackburn,QPR,50,58
2012,Bolton,Wigan,55,38
2012,Everton,Chelsea,63,173
2012,Fulham,Stoke,62,53
2012,Man United,Liverpool,162,119
2012,Sunderland,Arsenal,64,143
2012,Swansea,Norwich,35,37
2012,Tottenham,Newcastle,90,64
2012,Aston Villa,Man City,70,202
2012,Wolves,West Brom,38,50
2012,Chelsea,Bolton,173,55
2012,Man City,Blackburn,202,50
2012,Newcastle,Wolves,64,38
2012,QPR,Fulham,58,62
2012,West Brom,Sunderland,50,64
2012,Wigan,Aston Villa,38,70
2012,Arsenal,Tottenham,143,90
2012,Norwich,Man United,37,162
2012,Stoke,Swansea,53,35
2012,Blackburn,Aston Villa,50,70
2012,Liverpool,Arsenal,119,143
2012,Man City,Bolton,202,55
2012,QPR,Everton,58,63
2012,Stoke,Norwich,53,37
2012,West Brom,Chelsea,50,173
2012,Wigan,Swansea,38,35
2012,Fulham,Wolves,62,38
2012,Newcastle,Sunderland,64,64
2012,Tottenham,Man United,90,162
2012,Aston Villa,Fulham,70,62
2012,Bolton,QPR,55,58
2012,Chelsea,Stoke,173,53
2012,Everton,Tottenham,63,90
2012,Sunderland,Liverpool,64,119
2012,Wolves,Blackburn,38,50
2012,Man United,West Brom,162,50
2012,Norwich,Wigan,37,38
2012,Swansea,Man City,35,202
2012,Arsenal,Newcastle,143,64
2012,Liverpool,Everton,119,63
2012,Fulham,Swansea,62,35
2012,Wigan,West Brom,38,50
2012,Newcastle,Norwich,64,37
2012,Wolves,Man United,38,162
2012,Blackburn,Sunderland,50,64
2012,Everton,Arsenal,63,143
2012,Man City,Chelsea,202,173
2012,QPR,Liverpool,58,119
2012,Tottenham,Stoke,90,53
2012,Arsenal,Aston Villa,143,70
2012,Bolton,Blackburn,55,50
2012,Chelsea,Tottenham,173,90
2012,Liverpool,Wigan,119,38
2012,Norwich,Wolves,37,38
2012,Stoke,Man City,53,202
2012,Sunderland,QPR,64,58
2012,Swansea,Everton,35,63
2012,West Brom,Newcastle,50,64
2012,Man United,Fulham,162,62
2012,Aston Villa,Chelsea,70,173
2012,Everton,West Brom,63,50
2012,Fulham,Norwich,62,37
2012,Man City,Sunderland,202,64
2012,QPR,Arsenal,58,143
2012,Wigan,Stoke,38,53
2012,Wolves,Bolton,38,55
2012,Newcastle,Liverpool,64,119
2012,Tottenham,Swansea,90,35
2012,Blackburn,Man United,50,162
2012,Swansea,Newcastle,35,64
2012,Bolton,Fulham,55,62
2012,Chelsea,Wigan,173,38
2012,Liverpool,Aston Villa,119,70
2012,Norwich,Everton,37,63
2012,Stoke,Wolves,53,38
2012,Sunderland,Tottenham,64,90
2012,West Brom,Blackburn,50,50
2012,Arsenal,Man City,143,202
2012,Man United,QPR,162,58
2012,Aston Villa,Stoke,70,53
2012,Everton,Sunderland,63,64
2012,Fulham,Chelsea,62,173
2012,Newcastle,Bolton,64,55
2012,Tottenham,Norwich,90,37
2012,Blackburn,Liverpool,50,119
2012,Man City,West Brom,202,50
2012,QPR,Swansea,58,35
2012,Wigan,Man United,38,162
2012,Wolves,Arsenal,38,143
2012,Norwich,Man City,37,202
2012,Sunderland,Wolves,64,38
2012,Swansea,Blackburn,35,50
2012,West Brom,QPR,50,58
2012,Man United,Aston Villa,162,70
2012,Arsenal,Wigan,143,38
2012,Arsenal,Chelsea,143,173
2012,Aston Villa,Sunderland,70,64
2012,Blackburn,Norwich,50,37
2012,Bolton,Swansea,55,35
2012,Fulham,Wigan,62,38
2012,Newcastle,Stoke,64,53
2012,QPR,Tottenham,58,90
2012,Liverpool,West Brom,119,50
2012,Man United,Everton,162,63
2012,Wolves,Man City,38,202
2012,Aston Villa,Bolton,70,55
2012,Everton,Fulham,63,62
2012,Norwich,Liverpool,37,119
2012,Stoke,Arsenal,53,143
2012,Sunderland,Bolton,64,55
2012,Swansea,Wolves,35,38
2012,West Brom,Aston Villa,50,70
2012,Wigan,Newcastle,38,64
2012,Chelsea,QPR,173,58
2012,Tottenham,Blackburn,90,50
2012,Man City,Man United,202,162
2012,Liverpool,Fulham,119,62
2012,Stoke,Everton,53,63
2012,Bolton,Tottenham,55,90
2012,Chelsea,Newcastle,173,64
2012,Arsenal,Norwich,143,37
2012,Aston Villa,Tottenham,70,90
2012,Bolton,West Brom,55,50
2012,Fulham,Sunderland,62,64
2012,Man United,Swansea,162,35
2012,Newcastle,Man City,64,202
2012,QPR,Stoke,58,53
2012,Wolves,Everton,38,63
2012,Blackburn,Wigan,50,38
2012,Liverpool,Chelsea,119,173
2012,Chelsea,Blackburn,173,50
2012,Everton,Newcastle,63,64
2012,Man City,QPR,202,58
2012,Norwich,Aston Villa,37,70
2012,Stoke,Bolton,53,55
2012,Sunderland,Man United,64,162
2012,Swansea,Liverpool,35,119
2012,Tottenham,Fulham,90,62
2012,West Brom,Arsenal,50,143
2012,Wigan,Wolves,38,38
2013,Arsenal,Sunderland,154,58
2013,Fulham,Norwich,67,51
2013,Newcastle,Tottenham,62,96
2013,QPR,Swansea,78,49
2013,Reading,Stoke,46,60
2013,West Brom,Liverpool,54,132
2013,West Ham,Aston Villa,56,72
2013,Man City,Southampton,233,47
2013,Wigan,Chelsea,44,179
2013,Everton,Man United,63,181
2013,Chelsea,Reading,179,46
2013,Aston Villa,Everton,72,63
2013,Chelsea,Newcastle,179,62
2013,Man United,Fulham,181,67
2013,Norwich,QPR,51,78
2013,Southampton,Wigan,47,44
2013,Swansea,West Ham,49,56
2013,Tottenham,West Brom,96,54
2013,Liverpool,Man City,132,233
2013,Stoke,Arsenal,60,154
2013,Man City,QPR,233,78
2013,Swansea,Sunderland,49,58
2013,Tottenham,Norwich,96,51
2013,West Brom,Everton,54,63
2013,West Ham,Fulham,56,67
2013,Wigan,Stoke,44,60
2013,Liverpool,Arsenal,132,154
2013,Newcastle,Aston Villa,62,72
2013,Southampton,Man United,47,181
2013,Arsenal,Southampton,154,47
2013,Aston Villa,Swansea,72,49
2013,Fulham,West Brom,67,54
2013,Man United,Wigan,181,44
2013,Norwich,West Ham,51,56
2013,QPR,Chelsea,78,179
2013,Stoke,Man City,60,233
2013,Sunderland,Liverpool,58,132
2013,Reading,Tottenham,46,96
2013,Everton,Newcastle,63,62
2013,Chelsea,Stoke,179,60
2013,Southampton,Aston Villa,47,72
2013,Swansea,Everton,49,63
2013,West Brom,Reading,54,46
2013,West Ham,Sunderland,56,58
2013,Wigan,Fulham,44,67
2013,Liverpool,Man United,132,181
2013,Man City,Arsenal,233,154
2013,Newcastle,Norwich,62,51
2013,Tottenham,QPR,96,78
2013,Arsenal,Chelsea,154,179
2013,Everton,Southampton,63,47
2013,Fulham,Man City,67,233
2013,Man United,Tottenham,181,96
2013,Norwich,Liverpool,51,132
2013,Reading,Newcastle,46,62
2013,Stoke,Swansea,60,49
2013,Sunderland,Wigan,58,44
2013,Aston Villa,West Brom,72,54
2013,QPR,West Ham,78,56
2013,Chelsea,Norwich,179,51
2013,Man City,Sunderland,233,58
2013,Swansea,Reading,49,46
2013,West Brom,QPR,54,78
2013,West Ham,Arsenal,56,154
2013,Wigan,Everton,44,63
2013,Liverpool,Stoke,132,60
2013,Newcastle,Man United,62,181
2013,Southampton,Fulham,47,67
2013,Tottenham,Aston Villa,96,72
2013,Fulham,Aston Villa,67,72
2013,Liverpool,Reading,132,46
2013,Man United,Stoke,181,60
2013,Norwich,Arsenal,51,154
2013,Swansea,Wigan,49,44
2013,Tottenham,Chelsea,96,179
2013,West Brom,Man City,54,233
2013,West Ham,Southampton,56,47
2013,QPR,Everton,78,63
2013,Sunderland,Newcastle,58,62
2013,Arsenal,QPR,154,78
2013,Aston Villa,Norwich,72,51
2013,Man City,Swansea,233,49
2013,Reading,Fulham,46,67
2013,Stoke,Sunderland,60,58
2013,Wigan,West Ham,44,56
2013,Chelsea,Man United,179,181
2013,Everton,Liverpool,63,132
2013,Newcastle,West Brom,62,54
2013,Southampton,Tottenham,47,96
2013,Fulham,Everton,67,63
2013,Man United,Arsenal,181,154
2013,Norwich,Stoke,51,60
2013,Sunderland,Aston Villa,58,72
2013,Swansea,Chelsea,49,179
2013,Tottenham,Wigan,96,44
2013,West Ham,Man City,56,233
2013,Liverpool,Newcastle,132,62
2013,QPR,Reading,78,46
2013,West Brom,Southampton,54,47
2013,Arsenal,Fulham,154,67
2013,Aston Villa,Man United,72,181
2013,Everton,Sunderland,63,58
2013,Reading,Norwich,46,51
2013,Southampton,Swansea,47,49
2013,Stoke,QPR,60,78
2013,Wigan,West Brom,44,54
2013,Chelsea,Liverpool,179,132
2013,Man City,Tottenham,233,96
2013,Newcastle,West Ham,62,56
2013,Arsenal,Tottenham,154,96
2013,Liverpool,Wigan,132,44
2013,Man City,Aston Villa,233,72
2013,Newcastle,Swansea,62,49
2013,Norwich,Man United,51,181
2013,QPR,Southampton,78,47
2013,Reading,Everton,46,63
2013,West Brom,Chelsea,54,179
2013,Fulham,Sunderland,67,58
2013,West Ham,Stoke,56,60
2013,Aston Villa,Arsenal,72,154
2013,Everton,Norwich,63,51
2013,Man United,QPR,181,78
2013,Stoke,Fulham,60,67
2013,Sunderland,West Brom,58,54
2013,Wigan,Reading,44,46
2013,Chelsea,Man City,179,233
2013,Southampton,Newcastle,47,62
2013,Swansea,Liverpool,49,132
2013,Tottenham,West Ham,96,56
2013,Aston Villa,Reading,72,46
2013,Sunderland,QPR,58,78
2013,Chelsea,Fulham,179,67
2013,Everton,Arsenal,63,154
2013,Man United,West Ham,181,56
2013,Southampton,Norwich,47,51
2013,Stoke,Newcastle,60,62
2013,Swansea,West Brom,49,54
2013,Tottenham,Liverpool,96,132
2013,Wigan,Man City,44,233
2013,Arsenal,Swansea,154,49
2013,Fulham,Tottenham,67,96
2013,Liverpool,Southampton,132,47
2013,Man City,Everton,233,63
2013,QPR,Aston Villa,78,72
2013,Reading,Man United,46,181
2013,West Brom,Stoke,54,60
2013,West Ham,Chelsea,56,179
2013,Norwich,Sunderland,51,58
2013,Newcastle,Wigan,62,44
2013,Arsenal,West Brom,154,54
2013,Aston Villa,Stoke,72,60
2013,Southampton,Reading,47,46
2013,Sunderland,Chelsea,58,179
2013,Swansea,Norwich,49,51
2013,Wigan,QPR,44,78
2013,Everton,Tottenham,63,96
2013,Man City,Man United,233,181
2013,West Ham,Liverpool,56,132
2013,Fulham,Newcastle,67,62
2013,Sunderland,Reading,58,46
2013,Liverpool,Aston Villa,132,72
2013,Man United,Sunderland,181,58
2013,Newcastle,Man City,62,233
2013,Norwich,Wigan,51,44
2013,QPR,Fulham,78,67
2013,Stoke,Everton,60,63
2013,Tottenham,Swansea,96,49
2013,West Brom,West Ham,54,56
2013,Reading,Arsenal,46,154
2013,Liverpool,Fulham,132,67
2013,Man City,Reading,233,46
2013,Newcastle,QPR,62,78
2013,Southampton,Sunderland,47,58
2013,Tottenham,Stoke,96,60
2013,West Brom,Norwich,54,51
2013,West Ham,Everton,56,63
2013,Wigan,Arsenal,44,154
2013,Chelsea,Aston Villa,179,72
2013,Swansea,Man United,49,181
2013,Aston Villa,Tottenham,72,96
2013,Everton,Wigan,63,44
2013,Fulham,Southampton,67,47
2013,Man United,Newcastle,181,62
2013,Norwich,Chelsea,51,179
2013,QPR,West Brom,78,54
2013,Reading,Swansea,46,49
2013,Stoke,Liverpool,60,132
2013,Sunderland,Man City,58,233
2013,Arsenal,Newcastle,154,62
2013,Aston Villa,Wigan,72,44
2013,Fulham,Swansea,67,49
2013,Man United,West Brom,181,54
2013,Norwich,Man City,51,233
2013,Reading,West Ham,46,56
2013,Stoke,Southampton,60,47
2013,Sunderland,Tottenham,58,96
2013,Everton,Chelsea,63,179
2013,QPR,Liverpool,78,132
2013,Man City,Stoke,233,60
2013,Southampton,Arsenal,47,154
2013,Swansea,Aston Villa,49,72
2013,Tottenham,Reading,96,46
2013,West Brom,Fulham,54,67
2013,West Ham,Norwich,56,51
2013,Wigan,Man United,44,181
2013,Chelsea,QPR,179,78
2013,Liverpool,Sunderland,132,58
2013,Newcastle,Everton,62,63
2013,Aston Villa,Southampton,72,47
2013,Everton,Swansea,63,49
2013,Fulham,Wigan,67,44
2013,Norwich,Newcastle,51,62
2013,QPR,Tottenham,78,96
2013,Reading,West Brom,46,54
2013,Stoke,Chelsea,60,179
2013,Sunderland,West Ham,58,56
2013,Arsenal,Man City,154,233
2013,Man United,Liverpool,181,132
2013,Chelsea,Southampton,179,47
2013,Liverpool,Norwich,132,51
2013,Man City,Fulham,233,67
2013,Newcastle,Reading,62,46
2013,Swansea,Stoke,49,60
2013,West Brom,Aston Villa,54,72
2013,West Ham,QPR,56,78
2013,Wigan,Sunderland,44,58
2013,Chelsea,Arsenal,179,154
2013,Tottenham,Man United,96,181
2013,Southampton,Everton,47,63
2013,Arsenal,West Ham,154,56
2013,Aston Villa,Newcastle,72,62
2013,QPR,Man City,78,233
2013,Stoke,Wigan,60,44
2013,Sunderland,Swansea,58,49
2013,Arsenal,Liverpool,154,132
2013,Everton,West Brom,63,54
2013,Fulham,West Ham,67,56
2013,Man United,Southampton,181,47
2013,Norwich,Tottenham,51,96
2013,Reading,Chelsea,46,179
2013,Arsenal,Stoke,154,60
2013,Everton,Aston Villa,63,72
2013,Fulham,Man United,67,181
2013,Newcastle,Chelsea,62,179
2013,QPR,Norwich,78,51
2013,Reading,Sunderland,46,58
2013,West Ham,Swansea,56,49
2013,Wigan,Southampton,44,47
2013,Man City,Liverpool,233,132
2013,West Brom,Tottenham,54,96
2013,Chelsea,Wigan,179,44
2013,Norwich,Fulham,51,67
2013,Southampton,Man City,47,233
2013,Stoke,Reading,60,46
2013,Sunderland,Arsenal,58,154
2013,Swansea,QPR,49,78
2013,Tottenham,Newcastle,96,62
2013,Aston Villa,West Ham,72,56
2013,Man United,Everton,181,63
2013,Liverpool,West Brom,132,54
2013,Liverpool,Swansea,132,49
2013,Arsenal,Aston Villa,154,72
2013,Fulham,Stoke,67,60
2013,Norwich,Everton,51,63
2013,QPR,Man United,78,181
2013,Reading,Wigan,46,44
2013,West Brom,Sunderland,54,58
2013,Man City,Chelsea,233,179
2013,Newcastle,Southampton,62,47
2013,West Ham,Tottenham,56,96
2013,Chelsea,West Brom,179,54
2013,Everton,Reading,63,46
2013,Man United,Norwich,181,51
2013,Southampton,QPR,47,78
2013,Stoke,West Ham,60,56
2013,Sunderland,Fulham,58,67
2013,Swansea,Newcastle,49,62
2013,Wigan,Liverpool,44,132
2013,Tottenham,Arsenal,96,154
2013,Aston Villa,Man City,72,233
2013,Norwich,Southampton,51,47
2013,QPR,Sunderland,78,58
2013,Reading,Aston Villa,46,72
2013,West Brom,Swansea,54,49
2013,Liverpool,Tottenham,132,96
2013,Newcastle,Stoke,62,60
2013,Aston Villa,QPR,72,78
2013,Everton,Man City,63,233
2013,Man United,Reading,181,46
2013,Southampton,Liverpool,47,132
2013,Stoke,West Brom,60,54
2013,Swansea,Arsenal,49,154
2013,Chelsea,West Ham,179,56
2013,Sunderland,Norwich,58,51
2013,Tottenham,Fulham,96,67
2013,Wigan,Newcastle,44,62
2013,Arsenal,Reading,154,46
2013,Everton,Stoke,63,60
2013,Man City,Newcastle,233,62
2013,Southampton,Chelsea,47,179
2013,Sunderland,Man United,58,181
2013,Swansea,Tottenham,49,96
2013,West Ham,West Brom,56,54
2013,Wigan,Norwich,44,51
2013,Aston Villa,Liverpool,72,132
2013,Fulham,QPR,67,78
2013,Norwich,Swansea,51,49
2013,Reading,Southampton,46,47
2013,Stoke,Aston Villa,60,72
2013,West Brom,Arsenal,54,154
2013,Chelsea,Sunderland,179,58
2013,Liverpool,West Ham,132,56
2013,Newcastle,Fulham,62,67
2013,QPR,Wigan,78,44
2013,Tottenham,Everton,96,63
2013,Man United,Man City,181,233
2013,Arsenal,Norwich,154,51
2013,Aston Villa,Fulham,72,67
2013,Everton,QPR,63,78
2013,Reading,Liverpool,46,132
2013,Southampton,West Ham,47,56
2013,Newcastle,Sunderland,62,58
2013,Stoke,Man United,60,181
2013,Arsenal,Everton,154,63
2013,Fulham,Chelsea,67,179
2013,Man City,Wigan,233,44
2013,West Ham,Man United,56,181
2013,Fulham,Arsenal,67,154
2013,Norwich,Reading,51,46
2013,QPR,Stoke,78,60
2013,Sunderland,Everton,58,63
2013,Swansea,Southampton,49,47
2013,West Brom,Newcastle,54,62
2013,West Ham,Wigan,56,44
2013,Liverpool,Chelsea,132,179
2013,Tottenham,Man City,96,233
2013,Man United,Aston Villa,181,72
2013,Everton,Fulham,63,67
2013,Man City,West Ham,233,56
2013,Newcastle,Liverpool,62,132
2013,Southampton,West Brom,47,54
2013,Stoke,Norwich,60,51
2013,Wigan,Tottenham,44,96
2013,Arsenal,Man United,154,181
2013,Chelsea,Swansea,179,49
2013,Reading,QPR,46,78
2013,Aston Villa,Sunderland,72,58
2013,Fulham,Reading,67,46
2013,Norwich,Aston Villa,51,72
2013,QPR,Arsenal,78,154
2013,Swansea,Man City,49,233
2013,Tottenham,Southampton,96,47
2013,West Brom,Wigan,54,44
2013,West Ham,Newcastle,56,62
2013,Liverpool,Everton,132,63
2013,Man United,Chelsea,181,179
2013,Sunderland,Stoke,58,60
2013,Man City,West Brom,233,54
2013,Wigan,Swansea,44,49
2013,Chelsea,Tottenham,179,96
2013,Aston Villa,Chelsea,72,179
2013,Everton,West Ham,63,56
2013,Fulham,Liverpool,67,132
2013,Man United,Swansea,181,49
2013,Norwich,West Brom,51,54
2013,QPR,Newcastle,78,62
2013,Stoke,Tottenham,60,96
2013,Sunderland,Southampton,58,47
2013,Arsenal,Wigan,154,44
2013,Reading,Man City,46,233
2013,Chelsea,Everton,179,63
2013,Liverpool,QPR,132,78
2013,Man City,Norwich,233,51
2013,Newcastle,Arsenal,62,154
2013,Southampton,Stoke,47,60
2013,Swansea,Fulham,49,67
2013,Tottenham,Sunderland,96,58
2013,West Brom,Man United,54,181
2013,West Ham,Reading,56,46
2013,Wigan,Aston Villa,44,72
2014,Arsenal,Aston Villa,166,69
2014,Liverpool,Stoke,144,61
2014,Norwich,Everton,54,69
2014,Sunderland,Fulham,70,69
2014,Swansea,Man United,63,215
2014,West Brom,Southampton,65,63
2014,West Ham,Cardiff,64,53
2014,Chelsea,Hull,192,43
2014,Crystal Palace,Tottenham,46,100
2014,Man City,Newcastle,205,78
2014,Chelsea,Aston Villa,192,69
2014,Aston Villa,Liverpool,69,144
2014,Everton,West Brom,69,65
2014,Fulham,Arsenal,69,166
2014,Hull,Norwich,43,54
2014,Newcastle,West Ham,78,64
2014,Southampton,Sunderland,63,70
2014,Stoke,Crystal Palace,61,46
2014,Cardiff,Man City,53,205
2014,Tottenham,Swansea,100,63
2014,Man United,Chelsea,215,192
2014,Cardiff,Everton,53,69
2014,Crystal Palace,Sunderland,46,70
2014,Man City,Hull,205,43
2014,Newcastle,Fulham,78,69
2014,Norwich,Southampton,54,63
2014,West Ham,Stoke,64,61
2014,Arsenal,Tottenham,166,100
2014,Liverpool,Man United,144,215
2014,West Brom,Swansea,65,63
2014,Aston Villa,Newcastle,69,78
2014,Everton,Chelsea,69,192
2014,Fulham,West Brom,69,65
2014,Hull,Cardiff,43,53
2014,Man United,Crystal Palace,215,46
2014,Stoke,Man City,61,205
2014,Sunderland,Arsenal,70,166
2014,Tottenham,Norwich,100,54
2014,Southampton,West Ham,63,64
2014,Swansea,Liverpool,63,144
2014,Chelsea,Fulham,192,69
2014,Liverpool,Southampton,144,63
2014,Newcastle,Hull,78,43
2014,Norwich,Aston Villa,54,69
2014,West Brom,Sunderland,65,70
2014,West Ham,Everton,64,69
2014,Arsenal,Stoke,166,61
2014,Cardiff,Tottenham,53,100
2014,Crystal Palace,Swansea,46,63
2014,Man City,Man United,205,215
2014,Aston Villa,Man City,69,205
2014,Fulham,Cardiff,69,53
2014,Hull,West Ham,43,64
2014,Man United,West Brom,215,65
2014,Southampton,Crystal Palace,63,46
2014,Swansea,Arsenal,63,166
2014,Tottenham,Chelsea,100,192
2014,Stoke,Norwich,61,54
2014,Sunderland,Liverpool,70,144
2014,Everton,Newcastle,69,78
2014,Cardiff,Newcastle,53,78
2014,Fulham,Stoke,69,61
2014,Hull,Aston Villa,43,69
2014,Liverpool,Crystal Palace,144,46
2014,Man City,Everton,205,69
2014,Sunderland,Man United,70,215
2014,Norwich,Chelsea,54,192
2014,Southampton,Swansea,63,63
